WigleWifi-1.4,appRelease=2.26,model=SM-G950F,release=7.0,device=dreamlte,display=NRD90M.G950FXXU1AQJ5,board=universal8895,brand=samsung
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
c0:ac:54:f5:b4:c9,HOTBOX-D88A,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 10:42:54,1,-92,32.17224246105308,34.8144489381276,7.777438959165592,4,WIFI
b4:ee:b4:86:c0:f1,Efrat,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS][BLE],2017-12-01 10:43:00,11,-74,32.172238019565235,34.81444473498782,10.580361150029846,4,WIFI
80:1f:02:f5:d8:e8,angela,[WPA2-PSK-CCMP-preauth][ESS][BLE],2017-12-01 10:43:06,1,-89,32.172252019523675,34.814391891326764,17.18081811626479,4,WIFI
14:ae:db:cc:ed:6d,KarvatB0.5,[WPA2-PSK-CCMP][ESS],2017-12-01 10:43:18,48,-89,32.172265215924426,34.81421445142988,22.818991521293682,4,WIFI
52:b0:ce:ac:32:98,Bezeq Free GA32E3,[ESS][BLE],2017-12-01 10:43:29,1,-80,32.1723485161587,34.81363858823374,24.55807198020147,3,WIFI
6c:b0:ce:ac:32:9b,dobry2016,[WPA2-PSK-CCMP][WPS][ESS][BLE],2017-12-01 10:43:33,1,-69,32.17238058500455,34.81341290942063,25.130925493340825,3,WIFI
80:26:89:0d:4f:84,DIR-825-4f83,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 10:43:37,1,-66,32.17241155333384,34.81318688512261,25.941801984532795,3,WIFI
42501_13111_7943940,Partner,UNKNOWN;il,2017-12-01 10:43:37,0,-105,32.17241155333384,34.81318688512261,25.941801984532795,3,GSM
80:26:89:0d:4f:84,DIR-825-4f83,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 10:43:41,1,-57,32.17244042298214,34.81295646141121,26.35851917429424,3,WIFI
10:0d:7f:80:17:80,ELDAD,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 10:43:45,11,-78,32.17248344093608,34.81270507338805,27.122038414759338,3,WIFI
80:1f:02:e8:b9:cc,Eldad_2EX,[ESS],2017-12-01 10:43:45,11,-82,32.17248344093608,34.81270507338805,27.122038414759338,3,WIFI
a0:ab:1b:5d:c2:60,urigil1,[WPA2-PSK-CCMP][ESS][BLE],2017-12-01 10:43:57,10,-90,32.17240151409594,34.812091884783165,29.035709105267408,3,WIFI
cc:b2:55:e8:4c:e6,INGENEO,[WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 10:43:57,6,-91,32.17240151409594,34.812091884783165,29.035709105267408,3,WIFI
42501_13111_7943940,Partner,UNKNOWN;il,2017-12-01 10:43:57,0,-103,32.17240151409594,34.812091884783165,29.035709105267408,3,GSM
a0:ab:1b:57:cd:42,Helen.,[WPA2-PSK-CCMP][ESS][BLE],2017-12-01 10:44:01,10,-79,32.17217553070084,34.81201239183262,29.32418162501339,3,WIFI
54:64:d9:66:29:ef,U2I8L1M0X42,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 10:44:01,11,-85,32.17217553070084,34.81201239183262,29.32418162501339,3,WIFI
42501_13111_7943940,Partner,UNKNOWN;il,2017-12-01 10:44:01,0,-97,32.17217553070084,34.81201239183262,29.32418162501339,3,GSM
