WigleWifi-1.4,appRelease=2.26,model=Lenovo PB2-690Y,release=6.0.1,device=PB2PRO,display=PB2-690Y_S200032_161214,board=msm8952,brand=Lenovo
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
14:9d:09:80:00:f1,HUAWEI-00F1,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 11:03:43,6,-85,32.17223176,34.81443004,45,3,WIFI
f4:f2:6d:af:45:26,Basement,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-12-01 11:04:21,3,-93,32.17232954,34.81388258,48,3,WIFI
c4:a8:1d:12:7d:4c,Orit,[WPA2-PSK-CCMP][ESS],2017-12-01 11:04:33,6,-93,32.17242844,34.81312422,41,3,WIFI
d8:fb:5e:17:47:f8,sellahome,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 11:04:36,9,-90,32.17244679,34.81292387,39,3,WIFI
70:5a:0f:b2:64:cd,DIRECT-CC-HP DeskJet 4670 series,[WPA2-PSK-CCMP][ESS],2017-12-01 11:04:39,6,-67,32.17247957,34.81271468,40,3,WIFI
14:ae:db:32:d5:c2,GFCM,[WPA2-PSK-CCMP][ESS],2017-12-01 11:04:51,4,-92,32.17237857,34.81205701,35,3,WIFI
cc:b2:55:e8:4c:e6,INGENEO,[WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 11:04:57,6,-90,32.17197416,34.81189999,33,3,WIFI
8c:59:c3:ea:db:4a,Liza,[WPA2-PSK-CCMP][ESS],2017-12-01 11:04:57,1,-88,32.17197416,34.81189999,33,3,WIFI
54:b8:0a:34:78:d0,Shani - Green,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 11:05:03,6,-88,32.17153243,34.81172407,31,3,WIFI
08:97:58:31:e0:c6,SEW132_23574336,[WPA-PSK-CCMP][WPS][ESS],2017-12-01 11:05:03,3,-87,32.17153243,34.81172407,31,3,WIFI
