WigleWifi-1.4,appRelease=2.26,model=Lenovo PB2-690Y,release=6.0.1,device=PB2PRO,display=PB2-690Y_S200032_161214,board=msm8952,brand=Lenovo
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
a4:2b:b0:ad:2d:34,lellouche,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 10:43:31,5,-93,32.17237425,34.81350895,46,3,WIFI
20:0c:c8:1b:a2:48,Mevohot_1,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 10:43:34,6,-95,32.17238884,34.81333642,45,3,WIFI
80:26:89:0d:4f:84,DIR-825-4f83,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 10:43:37,1,-73,32.17241727,34.81315388,44,3,WIFI
60:e3:27:e8:41:e8,Mevohot_3,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-12-01 10:43:37,11,-86,32.17241727,34.81315388,44,3,WIFI
74:da:38:14:1f:8d,sellahome_2EX,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 10:43:37,9,-82,32.17241727,34.81315388,44,3,WIFI
c4:a8:1d:12:7d:4c,Orit,[WPA2-PSK-CCMP][ESS],2017-12-01 10:43:40,6,-91,32.17243758,34.81296682,47,3,WIFI
06:ae:db:ba:1e:85,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-12-01 10:43:40,11,-81,32.17243758,34.81296682,47,3,WIFI
08:3e:5d:5c:72:5e,Lahav,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 10:43:40,11,-89,32.17243758,34.81296682,47,3,WIFI
d8:fb:5e:17:47:f8,sellahome,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 10:43:40,9,-83,32.17243758,34.81296682,47,3,WIFI
14:ae:db:c1:ad:7d,shweiger1,[WPA2-PSK-CCMP][ESS],2017-12-01 10:43:40,1,-84,32.17243758,34.81296682,47,3,WIFI
10:0d:7f:80:17:80,ELDAD,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 10:43:40,11,-87,32.17243758,34.81296682,47,3,WIFI
10:0d:7f:80:17:80,ELDAD,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 10:43:43,11,-73,32.17246651,34.81278713,48,3,WIFI
06:ae:db:c1:ad:7d,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-12-01 10:43:43,1,-87,32.17246651,34.81278713,48,3,WIFI
30:b5:c2:6e:12:d4,HOTBOX1234,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 10:43:46,1,-88,32.1724962,34.81260015,47,3,WIFI
80:1f:02:e8:b9:cc,Eldad_2EX,[ESS],2017-12-01 10:43:46,11,-81,32.1724962,34.81260015,47,3,WIFI
00:78:9e:f9:f5:5b,HOTBOX1234,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 10:43:49,1,-82,32.17253749,34.81242555,48,3,WIFI
c4:12:f5:85:27:c2,varda,[WPA2-PSK-CCMP][ESS],2017-12-01 10:43:52,1,-95,32.17255033,34.81224372,51,3,WIFI
80:26:89:0d:4f:84,DIR-825-4f83,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 10:43:55,1,-77,32.17246746,34.81211077,51,3,WIFI
00:78:9e:fa:0e:5c,Miller,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 10:43:55,1,-94,32.17246746,34.81211077,51,3,WIFI
50:c7:bf:36:df:98,Gil-Up,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 10:43:58,2,-89,32.17230828,34.81204165,48,3,WIFI
7c:b7:33:97:35:f1,U2I8L1M0X42,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 10:44:01,1,-73,32.17212193,34.81196568,47,3,WIFI
c4:12:f5:85:27:c2,varda,[WPA2-PSK-CCMP][ESS],2017-12-01 10:44:01,1,-90,32.17212193,34.81196568,47,3,WIFI
00:f6:63:15:58:81,KaymeraDev,[WPA2-PSK-CCMP][ESS],2017-12-01 10:44:01,1,-93,32.17212193,34.81196568,47,3,WIFI
c4:04:15:60:6a:b5,Ben Ami_2.4,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 10:44:01,11,-93,32.17212193,34.81196568,47,3,WIFI
00:f6:63:15:58:82,KaymeraGuest,[ESS],2017-12-01 10:44:01,1,-93,32.17212193,34.81196568,47,3,WIFI
c4:04:15:60:6a:b5,Ben Ami_2.4,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 10:44:04,11,-84,32.17191211,34.81189708,44,3,WIFI
54:b8:0a:34:68:90,Shani - Green,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 10:44:04,6,-95,32.17191211,34.81189708,44,3,WIFI
c4:04:15:60:6a:b5,Ben Ami_2.4,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 10:44:07,11,-77,32.1716947,34.81179424,42,3,WIFI
6c:b0:ce:2f:43:36,Hilush111,[WPA2-PSK-CCMP][WPS][ESS],2017-12-01 10:44:07,1,-92,32.1716947,34.81179424,42,3,WIFI
80:1f:02:a3:7d:62,Gil Kitchen,[WPA-PSK-TKIP][ESS],2017-12-01 10:44:10,6,-96,32.17151458,34.81172206,43,3,WIFI
d8:fb:5e:17:1b:d6,DAVID,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-12-01 10:44:16,11,-96,32.17121725,34.81159343,41,3,WIFI
