WigleWifi-1.4,appRelease=2.26,model=SM-G950F,release=7.0,device=dreamlte,display=NRD90M.G950FXXU1AQJ5,board=universal8895,brand=samsung
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
1c:b9:c4:95:36:97,,[WPA2-PSK-CCMP][ESS][BLE],2017-12-03 08:53:26,36,-86,32.105028069933155,35.210961717985285,733.9581295039463,8,WIFI
1c:b9:c4:16:05:78,Ariel_University,[ESS][BLE],2017-12-03 08:53:29,6,-78,32.10502180505623,35.21080445017316,732.3361104614158,8,WIFI
1c:b9:c4:16:2d:e8,Ariel_University,[ESS][BLE],2017-12-03 08:53:29,11,-92,32.10502180505623,35.21080445017316,732.3361104614158,8,WIFI
1c:b9:c4:55:fd:e8,Ariel_University,[ESS][BLE],2017-12-03 08:53:32,11,-89,32.10500889691397,35.21064030921741,730.0477612138444,6,WIFI
1c:b9:c4:16:2d:e8,Ariel_University,[ESS][BLE],2017-12-03 08:53:32,11,-87,32.10500889691397,35.21064030921741,730.0477612138444,6,WIFI
1c:b9:c4:15:44:58,Ariel_University,[ESS][BLE],2017-12-03 08:53:35,11,-67,32.104965114154524,35.21047404826016,729.0692564015283,8,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS][BLE],2017-12-03 08:53:38,6,-91,32.10489905072378,35.210299329219126,727.8274746268628,6,WIFI
00:11:6b:11:7d:c7,yosh,[ESS],2017-12-03 08:53:38,13,-84,32.10489905072378,35.210299329219126,727.8274746268628,6,WIFI
b2:6c:ac:9f:f1:c5,paysday,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:53:38,2,-90,32.10489905072378,35.210299329219126,727.8274746268628,6,WIFI
1c:b9:c4:16:05:7c,Ariel_University,[ESS][BLE],2017-12-03 08:53:41,36,-91,32.10481856308317,35.210123150849206,726.1049342872047,6,WIFI
b2:6c:ac:a0:3d:eb,sinusafe,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:53:41,3,-90,32.10481856308317,35.210123150849206,726.1049342872047,6,WIFI
24:c9:a1:36:52:d8,Ariel_University,[ESS],2017-12-03 08:53:41,1,-90,32.10481856308317,35.210123150849206,726.1049342872047,6,WIFI
42501_7211_3084801,Partner,UNKNOWN;il,2017-12-03 08:53:41,0,-93,32.10481856308317,35.210123150849206,726.1049342872047,6,GSM
1c:b9:c4:15:42:68,Ariel_University,[ESS][BLE],2017-12-03 08:53:44,11,-90,32.10473044157858,35.20995225182547,724.3057769641853,6,WIFI
8c:0c:90:6f:36:58,,[WPA2-PSK-CCMP][ESS],2017-12-03 08:53:44,1,-74,32.10473044157858,35.20995225182547,724.3057769641853,6,WIFI
90:6c:ac:a0:3d:eb,Guest,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:53:44,3,-88,32.10473044157858,35.20995225182547,724.3057769641853,6,WIFI
1c:b9:c4:15:20:38,Ariel_University,[ESS][BLE],2017-12-03 08:53:44,11,-82,32.10473044157858,35.20995225182547,724.3057769641853,6,WIFI
1c:b9:c4:16:05:78,Ariel_University,[ESS][BLE],2017-12-03 08:53:47,6,-89,32.10465583147739,35.209799109729424,721.9074685803262,4,WIFI
90:6c:ac:a0:7b:55,EVE,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:53:47,52,-73,32.10465583147739,35.209799109729424,721.9074685803262,4,WIFI
b2:6c:ac:a0:7b:55,magneto,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:53:47,52,-73,32.10465583147739,35.209799109729424,721.9074685803262,4,WIFI
a2:6c:ac:a0:7b:55,Guest,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:53:47,52,-73,32.10465583147739,35.209799109729424,721.9074685803262,4,WIFI
c2:6c:ac:a0:7b:55,outsense,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:53:47,52,-73,32.10465583147739,35.209799109729424,721.9074685803262,4,WIFI
90:6c:ac:a0:60:55,Guest,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:53:47,36,-82,32.10465583147739,35.209799109729424,721.9074685803262,4,WIFI
a2:6c:ac:a0:3d:eb,giftwizard,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:53:47,3,-77,32.10465583147739,35.209799109729424,721.9074685803262,4,WIFI
a2:6c:ac:a0:60:55,incentive2,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:53:50,36,-82,32.10457226286324,35.20965432483015,720.8507320031981,4,WIFI
24:79:2a:ac:5b:d7,,[WPA2-PSK-CCMP][ESS][BLE],2017-12-03 08:53:53,36,-82,32.10446828966538,35.20949411679525,720.3330866351894,2,WIFI
42501_7211_3084804,Partner,UNKNOWN;il,2017-12-03 08:53:53,0,-95,32.10446828966538,35.20949411679525,720.3330866351894,2,GSM
1c:b9:c4:15:44:58,Ariel_University,[ESS][BLE],2017-12-03 08:53:56,11,-87,32.10436740344072,35.20935377518998,719.6690044079556,3,WIFI
b2:6c:ac:a0:3d:eb,sinusafe,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:53:56,3,-83,32.10436740344072,35.20935377518998,719.6690044079556,3,WIFI
b2:6c:ac:9f:f1:c5,paysday,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:53:56,2,-82,32.10436740344072,35.20935377518998,719.6690044079556,3,WIFI
24:79:2a:2c:5b:d8,Ariel_University,[ESS][BLE],2017-12-03 08:53:56,1,-86,32.10436740344072,35.20935377518998,719.6690044079556,3,WIFI
30:e1:71:0d:e0:65,DIRECT-64-HP DeskJet 3630 series,[WPA2-PSK-CCMP][WPS][ESS][P2P],2017-12-03 08:54:02,6,-83,32.10413218735365,35.20905188803037,718.130579391561,3,WIFI
00:27:22:f3:bb:2b,,[ESS],2017-12-03 08:54:02,6,-89,32.10413218735365,35.20905188803037,718.130579391561,3,WIFI
1c:b9:c4:15:fd:4c,Ariel_University,[ESS][BLE],2017-12-03 08:54:02,36,-91,32.10413218735365,35.20905188803037,718.130579391561,3,WIFI
42501_7211_3084804,Partner,UNKNOWN;il,2017-12-03 08:54:02,0,-85,32.10413218735365,35.20905188803037,718.130579391561,3,GSM
90:6c:ac:a0:3d:eb,Guest,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:54:05,3,-78,32.10399213895527,35.20892516179553,717.3308012072607,2,WIFI
1c:b9:c4:95:fd:47,,[WPA2-PSK-CCMP][ESS][BLE],2017-12-03 08:54:05,36,-91,32.10399213895527,35.20892516179553,717.3308012072607,2,WIFI
