WigleWifi-1.4,appRelease=2.26,model=Lenovo PB2-690Y,release=6.0.1,device=PB2PRO,display=PB2-690Y_S200032_161214,board=msm8952,brand=Lenovo
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
1c:b9:c4:15:41:78,Ariel_University,[ESS],2017-12-03 08:44:36,1,-76,32.10492335,35.21133237,695,3,WIFI
ec:8c:a2:08:79:a8,Ariel_University,[ESS],2017-12-03 08:44:36,6,-76,32.10492335,35.21133237,695,3,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],2017-12-03 08:44:36,6,-81,32.10492335,35.21133237,695,3,WIFI
1c:b9:c4:16:2b:e8,Ariel_University,[ESS],2017-12-03 08:44:36,6,-85,32.10492335,35.21133237,695,3,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],2017-12-03 08:44:36,1,-80,32.10492335,35.21133237,695,3,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],2017-12-03 08:44:36,11,-92,32.10492335,35.21133237,695,3,WIFI
1c:b9:c4:15:42:68,Ariel_University,[ESS],2017-12-03 08:44:36,11,-90,32.10492335,35.21133237,695,3,WIFI
8c:0c:90:2f:d3:d8,Ariel_University,[ESS],2017-12-03 08:44:36,11,-91,32.10492335,35.21133237,695,3,WIFI
1c:b9:c4:14:36:f8,Ariel_University,[ESS],2017-12-03 08:44:36,6,-88,32.10492335,35.21133237,695,3,WIFI
1c:b9:c4:16:05:78,Ariel_University,[ESS],2017-12-03 08:44:36,6,-89,32.10492335,35.21133237,695,3,WIFI
1c:b9:c4:15:44:58,Ariel_University,[ESS],2017-12-03 08:44:36,11,-90,32.10492335,35.21133237,695,3,WIFI
1c:b9:c4:15:25:48,Ariel_University,[ESS],2017-12-03 08:44:36,1,-93,32.10492335,35.21133237,695,3,WIFI
1c:b9:c4:14:2b:c8,Ariel_University,[ESS],2017-12-03 08:44:36,6,-88,32.10492335,35.21133237,695,3,WIFI
1c:b9:c4:16:05:78,Ariel_University,[ESS],2017-12-03 08:44:42,6,-81,32.10490415,35.21134319,694,3,WIFI
1c:b9:c4:14:2b:c8,Ariel_University,[ESS],2017-12-03 08:44:45,6,-82,32.10491116,35.21134052,692,3,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],2017-12-03 08:44:48,11,-85,32.10494722,35.21131239,692,3,WIFI
ec:8c:a2:08:79:ac,Ariel_University,[ESS],2017-12-03 08:44:48,36,-87,32.10494722,35.21131239,692,3,WIFI
1c:b9:c4:15:fd:e8,IT-MNG,[WPA2-PSK-CCMP+TKIP][ESS],2017-12-03 08:44:52,11,-89,32.10502009,35.21117827,691,3,WIFI
1c:b9:c4:55:fd:e8,Ariel_University,[ESS],2017-12-03 08:44:52,11,-91,32.10502009,35.21117827,691,3,WIFI
1c:b9:c4:15:42:68,Ariel_University,[ESS],2017-12-03 08:44:55,11,-82,32.10503984,35.21099522,690,3,WIFI
1c:b9:c4:14:2b:c8,Ariel_University,[ESS],2017-12-03 08:44:55,6,-75,32.10503984,35.21099522,690,3,WIFI
1c:b9:c4:94:2b:c7,,[WPA2-PSK-CCMP][ESS],2017-12-03 08:44:55,36,-80,32.10503984,35.21099522,690,3,WIFI
1c:b9:c4:14:2b:cc,Ariel_University,[ESS],2017-12-03 08:44:55,36,-79,32.10503984,35.21099522,690,3,WIFI
1c:b9:c4:15:36:98,Ariel_University,[ESS],2017-12-03 08:44:55,1,-82,32.10503984,35.21099522,690,3,WIFI
1c:b9:c4:16:2d:e8,Ariel_University,[ESS],2017-12-03 08:44:55,11,-89,32.10503984,35.21099522,690,3,WIFI
1c:b9:c4:14:30:08,Ariel_University,[ESS],2017-12-03 08:44:55,1,-90,32.10503984,35.21099522,690,3,WIFI
d0:bf:9c:db:31:30,HP-Print-30-Officejet 7610,[WPA2-PSK-CCMP][ESS],2017-12-03 08:44:58,6,-91,32.10501303,35.21079649,688,3,WIFI
1c:b9:c4:15:25:48,Ariel_University,[ESS],2017-12-03 08:44:58,1,-85,32.10501303,35.21079649,688,3,WIFI
00:11:6b:11:7e:0c,yosh,[ESS],2017-12-03 08:44:58,1,-89,32.10501303,35.21079649,688,3,WIFI
1c:b9:c4:15:44:58,Ariel_University,[ESS],2017-12-03 08:45:01,11,-74,32.10496562,35.21060161,686,3,WIFI
1c:b9:c4:16:2d:e8,Ariel_University,[ESS],2017-12-03 08:45:01,11,-83,32.10496562,35.21060161,686,3,WIFI
00:1a:dd:f5:e2:e5,Afikim_Wifi,[ESS],2017-12-03 08:45:01,8,-81,32.10496562,35.21060161,686,3,WIFI
ec:8c:a2:08:79:88,Ariel_University,[ESS],2017-12-03 08:45:01,1,-92,32.10496562,35.21060161,686,3,WIFI
1c:b9:c4:15:44:58,Ariel_University,[ESS],2017-12-03 08:45:04,11,-67,32.10490642,35.21041748,687,3,WIFI
1c:b9:c4:14:30:08,Ariel_University,[ESS],2017-12-03 08:45:04,1,-81,32.10490642,35.21041748,687,3,WIFI
a2:6c:ac:9f:fb:1f,Neuropplied,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:45:04,1,-87,32.10490642,35.21041748,687,3,WIFI
b2:6c:ac:9f:fb:1f,iagree,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:45:04,1,-88,32.10490642,35.21041748,687,3,WIFI
90:6c:ac:9f:fb:1f,Guest,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:45:04,1,-91,32.10490642,35.21041748,687,3,WIFI
1c:b9:c4:16:05:38,Ariel_University,[ESS],2017-12-03 08:45:04,11,-83,32.10490642,35.21041748,687,3,WIFI
1c:b9:c4:15:ed:38,Ariel_University,[ESS],2017-12-03 08:45:04,6,-89,32.10490642,35.21041748,687,3,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],2017-12-03 08:45:07,1,-87,32.10483138,35.21023766,687,3,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],2017-12-03 08:45:07,6,-87,32.10483138,35.21023766,687,3,WIFI
1c:b9:c4:16:2b:e8,Ariel_University,[ESS],2017-12-03 08:45:07,6,-86,32.10483138,35.21023766,687,3,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],2017-12-03 08:45:07,1,-85,32.10483138,35.21023766,687,3,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],2017-12-03 08:45:07,11,-91,32.10483138,35.21023766,687,3,WIFI
1c:b9:c4:14:36:f8,Ariel_University,[ESS],2017-12-03 08:45:07,6,-91,32.10483138,35.21023766,687,3,WIFI
1c:b9:c4:16:05:78,Ariel_University,[ESS],2017-12-03 08:45:07,6,-82,32.10483138,35.21023766,687,3,WIFI
1c:b9:c4:16:2d:e8,Ariel_University,[ESS],2017-12-03 08:45:07,11,-77,32.10483138,35.21023766,687,3,WIFI
90:6c:ac:9f:fb:1f,Guest,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:45:07,1,-86,32.10483138,35.21023766,687,3,WIFI
1c:b9:c4:15:44:5c,Ariel_University,[ESS],2017-12-03 08:45:07,44,-78,32.10483138,35.21023766,687,3,WIFI
74:ea:3a:ad:d1:50,TP-LINK_ADD150,[WPS][ESS],2017-12-03 08:45:07,4,-91,32.10483138,35.21023766,687,3,WIFI
1c:b9:c4:15:20:38,Ariel_University,[ESS],2017-12-03 08:45:07,11,-89,32.10483138,35.21023766,687,3,WIFI
1c:b9:c4:15:23:58,Ariel_University,[ESS],2017-12-03 08:45:07,6,-91,32.10483138,35.21023766,687,3,WIFI
1c:b9:c4:15:25:48,Ariel_University,[ESS],2017-12-03 08:45:10,1,-79,32.10474846,35.21005988,687,3,WIFI
c2:6c:ac:a0:7b:4d,outsense,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:45:10,11,-69,32.10474846,35.21005988,687,3,WIFI
90:6c:ac:a0:7b:4d,EVE,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:45:10,11,-71,32.10474846,35.21005988,687,3,WIFI
b2:6c:ac:a0:7b:4d,magneto,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:45:10,11,-72,32.10474846,35.21005988,687,3,WIFI
a2:6c:ac:a0:7b:4d,Guest,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:45:10,11,-72,32.10474846,35.21005988,687,3,WIFI
70:5a:0f:57:04:17,DIRECT-B1-HP DeskJet 3830 series,[WPA2-PSK-CCMP][WPS][ESS],2017-12-03 08:45:10,11,-84,32.10474846,35.21005988,687,3,WIFI
90:6c:ac:a0:3d:eb,Guest,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:45:10,3,-87,32.10474846,35.21005988,687,3,WIFI
a2:6c:ac:a0:3d:eb,giftwizard,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:45:10,3,-88,32.10474846,35.21005988,687,3,WIFI
8c:0c:90:2f:36:58,Ariel_University,[ESS],2017-12-03 08:45:10,1,-71,32.10474846,35.21005988,687,3,WIFI
1c:b9:c4:15:25:4c,Ariel_University,[ESS],2017-12-03 08:45:10,44,-87,32.10474846,35.21005988,687,3,WIFI
1c:b9:c4:15:42:68,Ariel_University,[ESS],2017-12-03 08:45:13,11,-84,32.10465225,35.20989395,686,3,WIFI
1c:b9:c4:14:2b:c8,Ariel_University,[ESS],2017-12-03 08:45:13,6,-82,32.10465225,35.20989395,686,3,WIFI
1c:b9:c4:15:25:48,Ariel_University,[ESS],2017-12-03 08:45:13,1,-72,32.10465225,35.20989395,686,3,WIFI
1c:b9:c4:16:05:38,Ariel_University,[ESS],2017-12-03 08:45:13,11,-73,32.10465225,35.20989395,686,3,WIFI
c2:6c:ac:a0:7b:4d,outsense,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:45:13,11,-63,32.10465225,35.20989395,686,3,WIFI
90:6c:ac:a0:7b:4d,EVE,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:45:13,11,-64,32.10465225,35.20989395,686,3,WIFI
b2:6c:ac:a0:7b:4d,magneto,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:45:13,11,-63,32.10465225,35.20989395,686,3,WIFI
a2:6c:ac:a0:7b:4d,Guest,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:45:13,11,-64,32.10465225,35.20989395,686,3,WIFI
a2:6c:ac:a0:3d:eb,giftwizard,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:45:13,3,-80,32.10465225,35.20989395,686,3,WIFI
8c:0c:90:6f:36:58,,[WPA2-PSK-CCMP][ESS],2017-12-03 08:45:13,1,-78,32.10465225,35.20989395,686,3,WIFI
b2:6c:ac:a0:7b:55,magneto,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:45:13,52,-82,32.10465225,35.20989395,686,3,WIFI
90:6c:ac:a0:7b:55,EVE,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:45:13,52,-82,32.10465225,35.20989395,686,3,WIFI
a2:6c:ac:a0:7b:55,Guest,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:45:13,52,-82,32.10465225,35.20989395,686,3,WIFI
90:6c:ac:a0:60:4d,Guest,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:45:13,1,-79,32.10465225,35.20989395,686,3,WIFI
a2:6c:ac:a0:60:4d,incentive2,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:45:13,1,-79,32.10465225,35.20989395,686,3,WIFI
c2:6c:ac:a0:7b:55,outsense,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:45:13,52,-83,32.10465225,35.20989395,686,3,WIFI
1c:b9:c4:16:05:7c,Ariel_University,[ESS],2017-12-03 08:45:13,36,-88,32.10465225,35.20989395,686,3,WIFI
24:79:2a:2b:24:98,Ariel_University,[ESS],2017-12-03 08:45:13,1,-86,32.10465225,35.20989395,686,3,WIFI
d0:bf:9c:db:31:30,HP-Print-30-Officejet 7610,[WPA2-PSK-CCMP][ESS],2017-12-03 08:45:16,6,-77,32.10456515,35.2097465,687,3,WIFI
00:11:6b:11:7e:0c,yosh,[ESS],2017-12-03 08:45:16,1,-88,32.10456515,35.2097465,687,3,WIFI
a2:6c:ac:9f:fb:1f,Neuropplied,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:45:16,1,-76,32.10456515,35.2097465,687,3,WIFI
b2:6c:ac:9f:fb:1f,iagree,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:45:16,1,-78,32.10456515,35.2097465,687,3,WIFI
90:6c:ac:9f:fb:1f,Guest,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:45:16,1,-78,32.10456515,35.2097465,687,3,WIFI
74:ea:3a:ad:d1:50,TP-LINK_ADD150,[WPS][ESS],2017-12-03 08:45:16,4,-79,32.10456515,35.2097465,687,3,WIFI
f8:e9:03:12:ef:3c,ShapeDo-5GHz,[WPA2-PSK-CCMP][ESS],2017-12-03 08:45:16,60,-75,32.10456515,35.2097465,687,3,WIFI
f8:e9:03:12:ef:3b,ShapeDo,[WPA2-PSK-CCMP][ESS],2017-12-03 08:45:16,6,-67,32.10456515,35.2097465,687,3,WIFI
c2:6c:ac:9f:fb:1f,shapedo,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:45:16,1,-75,32.10456515,35.2097465,687,3,WIFI
a2:6c:ac:a0:60:55,incentive2,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:45:16,36,-84,32.10456515,35.2097465,687,3,WIFI
90:6c:ac:a0:60:55,Guest,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:45:16,36,-84,32.10456515,35.2097465,687,3,WIFI
1c:b9:c4:14:62:48,Ariel_University,[ESS],2017-12-03 08:45:16,11,-70,32.10456515,35.2097465,687,3,WIFI
24:79:2a:2c:5b:d8,Ariel_University,[ESS],2017-12-03 08:45:16,1,-90,32.10456515,35.2097465,687,3,WIFI
34:8f:27:20:89:b8,Ariel_University,[ESS],2017-12-03 08:45:16,6,-92,32.10456515,35.2097465,687,3,WIFI
00:1a:dd:f5:e2:e5,Afikim_Wifi,[ESS],2017-12-03 08:45:19,8,-86,32.10447804,35.20959776,687,3,WIFI
70:5a:0f:57:42:43,DIRECT-42-HP DeskJet 3830 series,[WPA2-PSK-CCMP][WPS][ESS],2017-12-03 08:45:19,11,-75,32.10447804,35.20959776,687,3,WIFI
24:79:2a:2c:5b:d8,Ariel_University,[ESS],2017-12-03 08:45:22,1,-84,32.10438743,35.20945591,687,3,WIFI
