WigleWifi-1.4,appRelease=2.26,model=SM-G950F,release=7.0,device=dreamlte,display=NRD90M.G950FXXU1AQJ5,board=universal8895,brand=samsung
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
1c:b9:c4:96:2b:e7,,[WPA2-PSK-CCMP][ESS][BLE],2017-12-03 08:49:18,36,-89,32.10500618141325,35.21121884301277,710.7756189683926,48,WIFI
1c:b9:c4:94:2b:c7,,[WPA2-PSK-CCMP][ESS][BLE],2017-12-03 08:49:40,36,-80,32.10503273842479,35.21095317722586,718.3536892001315,4,WIFI
1c:b9:c4:15:44:5c,Ariel_University,[ESS][BLE],2017-12-03 08:49:40,44,-91,32.10503273842479,35.21095317722586,718.3536892001315,4,WIFI
1c:b9:c4:15:44:5c,Ariel_University,[ESS][BLE],2017-12-03 08:49:48,44,-78,32.10494482726751,35.210446896260514,717.6172124232385,4,WIFI
18:d6:c7:ad:25:1a,,[WPA2-PSK-CCMP][ESS],2017-12-03 08:49:48,13,-89,32.10494482726751,35.210446896260514,717.6172124232385,4,WIFI
30:b5:c2:b8:40:36,,[WPA2-PSK-CCMP][ESS],2017-12-03 08:49:48,13,-91,32.10494482726751,35.210446896260514,717.6172124232385,4,WIFI
00:1a:dd:f5:df:c4,,[ESS],2017-12-03 08:49:48,6,-89,32.10494482726751,35.210446896260514,717.6172124232385,4,WIFI
42501_7211_3084801,Partner,UNKNOWN;il,2017-12-03 08:49:48,0,-91,32.10494482726751,35.210446896260514,717.6172124232385,4,GSM
1c:b9:c4:15:44:58,Ariel_University,[ESS][BLE],2017-12-03 08:49:52,11,-82,32.104846262405516,35.21020180858893,717.5984145765906,4,WIFI
90:8d:78:54:6b:4d,Salomon,[WPA2-PSK-CCMP][ESS][BLE],2017-12-03 08:49:52,1,-90,32.104846262405516,35.21020180858893,717.5984145765906,4,WIFI
b2:6c:ac:9f:fb:1f,iagree,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:49:56,1,-86,32.10473867085457,35.209985129464535,716.9277812105245,4,WIFI
1c:b9:c4:16:05:38,Ariel_University,[ESS][BLE],2017-12-03 08:49:56,11,-83,32.10473867085457,35.209985129464535,716.9277812105245,4,WIFI
1c:b9:c4:16:05:78,Ariel_University,[ESS][BLE],2017-12-03 08:49:56,6,-88,32.10473867085457,35.209985129464535,716.9277812105245,4,WIFI
00:1a:dd:f5:df:c5,Afikim_Wifi,[ESS],2017-12-03 08:49:56,6,-89,32.10473867085457,35.209985129464535,716.9277812105245,4,WIFI
00:11:6b:11:7e:0c,yosh,[ESS],2017-12-03 08:49:56,1,-91,32.10473867085457,35.209985129464535,716.9277812105245,4,WIFI
a2:6c:ac:a0:7b:4d,Guest,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:50:00,11,-68,32.10462106012751,35.209764486252794,716.6884425917892,2,WIFI
b2:6c:ac:9f:fb:1f,iagree,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:50:00,1,-79,32.10462106012751,35.209764486252794,716.6884425917892,2,WIFI
1c:b9:c4:15:25:48,Ariel_University,[ESS][BLE],2017-12-03 08:50:00,1,-81,32.10462106012751,35.209764486252794,716.6884425917892,2,WIFI
a2:6c:ac:9f:f1:c5,Guest,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:50:04,2,-76,32.10449391461615,35.20953603111685,716.2447290668007,3,WIFI
00:11:6b:11:7d:c7,yosh,[ESS],2017-12-03 08:50:04,13,-92,32.10449391461615,35.20953603111685,716.2447290668007,3,WIFI
24:79:2a:2c:5b:d8,Ariel_University,[ESS][BLE],2017-12-03 08:50:08,1,-88,32.10437166591885,35.20934281148898,715.7275487387972,3,WIFI
42501_7211_3084804,Partner,UNKNOWN;il,2017-12-03 08:50:08,0,-91,32.10437166591885,35.20934281148898,715.7275487387972,3,GSM
a0:8c:fd:0a:24:56,DIRECT-13-HP DeskJet 3630 series,[WPA2-PSK-CCMP][WPS][ESS],2017-12-03 08:50:12,6,-81,32.104226423783665,35.20915680737162,714.4320592359226,2,WIFI
1c:b9:c4:15:fd:4c,Ariel_University,[ESS][BLE],2017-12-03 08:50:12,36,-88,32.104226423783665,35.20915680737162,714.4320592359226,2,WIFI
1c:b9:c4:16:28:e8,Ariel_University,[ESS][BLE],2017-12-03 08:50:12,1,-86,32.104226423783665,35.20915680737162,714.4320592359226,2,WIFI
1c:b9:c4:16:28:e8,Ariel_University,[ESS][BLE],2017-12-03 08:50:16,1,-80,32.10402815561856,35.20896726048201,712.418648202184,4,WIFI
b2:6c:ac:a0:3d:eb,sinusafe,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:50:16,3,-80,32.10402815561856,35.20896726048201,712.418648202184,4,WIFI
1c:b9:c4:15:1c:b8,Ariel_University,[ESS][BLE],2017-12-03 08:50:20,1,-84,32.10377001820289,35.20885655710274,710.364346402885,4,WIFI
00:02:6f:b8:c4:1a,,[ESS],2017-12-03 08:50:20,11,-86,32.10377001820289,35.20885655710274,710.364346402885,4,WIFI
8c:0c:90:2e:16:88,Ariel_University,[ESS],2017-12-03 08:50:20,11,-88,32.10377001820289,35.20885655710274,710.364346402885,4,WIFI
1c:b9:c4:96:1d:77,,[WPA2-PSK-CCMP][ESS][BLE],2017-12-03 08:50:20,44,-85,32.10377001820289,35.20885655710274,710.364346402885,4,WIFI
ec:8c:a2:08:78:cc,Ariel_University,[ESS][BLE],2017-12-03 08:50:20,48,-87,32.10377001820289,35.20885655710274,710.364346402885,4,WIFI
ec:8c:a2:08:94:1c,Ariel_University,[ESS][BLE],2017-12-03 08:50:20,44,-91,32.10377001820289,35.20885655710274,710.364346402885,4,WIFI
42501_7211_3084804,Partner,UNKNOWN;il,2017-12-03 08:50:20,0,-85,32.10377001820289,35.20885655710274,710.364346402885,4,GSM
ec:8c:a2:08:78:cc,Ariel_University,[ESS][BLE],2017-12-03 08:50:24,48,-74,32.103551324597895,35.20881247875605,709.0815231429351,4,WIFI
ec:8c:a2:08:94:1c,Ariel_University,[ESS][BLE],2017-12-03 08:50:24,44,-81,32.103551324597895,35.20881247875605,709.0815231429351,4,WIFI
ec:8c:a2:88:94:17,,[WPA2-PSK-CCMP][ESS][BLE],2017-12-03 08:50:24,44,-80,32.103551324597895,35.20881247875605,709.0815231429351,4,WIFI
1c:b9:c4:16:d2:8c,Ariel_University,[ESS][BLE],2017-12-03 08:50:24,44,-90,32.103551324597895,35.20881247875605,709.0815231429351,4,WIFI
ec:8c:a2:08:94:1c,Ariel_University,[ESS][BLE],2017-12-03 08:50:28,44,-63,32.10339383194768,35.20880240138362,708.4092187832351,4,WIFI
1c:b9:c4:16:f4:7c,Ariel_University,[ESS][BLE],2017-12-03 08:50:28,36,-90,32.10339383194768,35.20880240138362,708.4092187832351,4,WIFI
ec:8c:a2:88:94:17,,[WPA2-PSK-CCMP][ESS][BLE],2017-12-03 08:50:32,44,-73,32.1031975832466,35.20879407485474,708.0699008264285,4,WIFI
1c:b9:c4:16:f4:28,Ariel_University,[ESS][BLE],2017-12-03 08:50:32,11,-88,32.1031975832466,35.20879407485474,708.0699008264285,4,WIFI
1c:b9:c4:16:28:f8,Ariel_University,[ESS][BLE],2017-12-03 08:50:32,6,-90,32.1031975832466,35.20879407485474,708.0699008264285,4,WIFI
1c:b9:c4:16:28:e8,Ariel_University,[ESS][BLE],2017-12-03 08:50:36,1,-88,32.10293474085022,35.20878314332855,707.5299710413922,4,WIFI
1c:b9:c4:16:f4:7c,Ariel_University,[ESS][BLE],2017-12-03 08:50:36,36,-84,32.10293474085022,35.20878314332855,707.5299710413922,4,WIFI
1c:b9:c4:16:28:f8,Ariel_University,[ESS][BLE],2017-12-03 08:50:36,6,-83,32.10293474085022,35.20878314332855,707.5299710413922,4,WIFI
1c:b9:c4:94:2f:67,,[WPA2-PSK-CCMP][ESS][BLE],2017-12-03 08:50:36,36,-84,32.10293474085022,35.20878314332855,707.5299710413922,4,WIFI
