WigleWifi-1.4,appRelease=2.26,model=Lenovo PB2-690Y,release=6.0.1,device=PB2PRO,display=PB2-690Y_S200032_161214,board=msm8952,brand=Lenovo
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
24:79:2a:2b:34:e8,Ariel_University,[ESS],2017-12-03 08:49:10,1,-90,32.10496904,35.21117792,695,3,WIFI
a0:8c:fd:8c:c5:b2,DIRECT-98-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS],2017-12-03 08:49:29,6,-92,32.10497406,35.2111867,696,3,WIFI
30:e1:71:0f:b2:6a,DIRECT-69-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS],2017-12-03 08:49:32,6,-93,32.10497523,35.21118447,698,3,WIFI
1c:b9:c4:16:2d:e8,Ariel_University,[ESS],2017-12-03 08:49:41,11,-83,32.10506418,35.21100415,699,4,WIFI
a2:6c:ac:a0:3d:eb,giftwizard,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:49:44,3,-92,32.10503872,35.21079779,690,3,WIFI
d0:bf:9c:db:31:30,HP-Print-30-Officejet 7610,[WPA2-PSK-CCMP][ESS],2017-12-03 08:49:44,6,-86,32.10503872,35.21079779,690,3,WIFI
1c:b9:c4:16:05:38,Ariel_University,[ESS],2017-12-03 08:49:44,11,-87,32.10503872,35.21079779,690,3,WIFI
00:1a:dd:f5:df:c5,Afikim_Wifi,[ESS],2017-12-03 08:49:44,6,-93,32.10503872,35.21079779,690,3,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],2017-12-03 08:49:49,1,-92,32.10495031,35.21047465,690,3,WIFI
1c:b9:c4:16:2b:e8,Ariel_University,[ESS],2017-12-03 08:49:52,6,-85,32.10486791,35.21030041,691,3,WIFI
1c:b9:c4:15:42:68,Ariel_University,[ESS],2017-12-03 08:49:52,11,-79,32.10486791,35.21030041,691,3,WIFI
1c:b9:c4:15:44:58,Ariel_University,[ESS],2017-12-03 08:49:52,11,-73,32.10486791,35.21030041,691,3,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],2017-12-03 08:49:55,6,-88,32.104798,35.21014859,685,4,WIFI
