WigleWifi-1.4,appRelease=2.26,model=Lenovo PB2-690Y,release=6.0.1,device=PB2PRO,display=PB2-690Y_S200032_161214,board=msm8952,brand=Lenovo
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
1c:b9:c4:15:41:78,Ariel_University,[ESS],2017-12-03 08:57:43,1,-85,32.10400645,35.20898419,689,4,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],2017-12-03 08:57:43,6,-84,32.10400645,35.20898419,689,4,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],2017-12-03 08:57:43,1,-80,32.10400645,35.20898419,689,4,WIFI
ec:8c:a2:08:79:a8,Ariel_University,[ESS],2017-12-03 08:57:43,6,-80,32.10400645,35.20898419,689,4,WIFI
1c:b9:c4:14:2b:c8,Ariel_University,[ESS],2017-12-03 08:57:43,6,-82,32.10400645,35.20898419,689,4,WIFI
1c:b9:c4:15:44:58,Ariel_University,[ESS],2017-12-03 08:57:43,11,-86,32.10400645,35.20898419,689,4,WIFI
1c:b9:c4:16:2b:e8,Ariel_University,[ESS],2017-12-03 08:57:43,6,-83,32.10400645,35.20898419,689,4,WIFI
1c:b9:c4:16:05:78,Ariel_University,[ESS],2017-12-03 08:57:43,6,-86,32.10400645,35.20898419,689,4,WIFI
1c:b9:c4:15:42:68,Ariel_University,[ESS],2017-12-03 08:57:43,11,-85,32.10400645,35.20898419,689,4,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],2017-12-03 08:57:43,11,-90,32.10400645,35.20898419,689,4,WIFI
ec:8c:a2:08:79:ac,Ariel_University,[ESS],2017-12-03 08:57:43,36,-87,32.10400645,35.20898419,689,4,WIFI
1c:b9:c4:95:44:87,,[WPA2-PSK-CCMP][ESS],2017-12-03 08:57:43,36,-87,32.10400645,35.20898419,689,4,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],2017-12-03 08:57:43,36,-87,32.10400645,35.20898419,689,4,WIFI
00:1a:dd:e3:4b:64,Wirless-Afikim,[ESS],2017-12-03 08:57:43,8,-91,32.10400645,35.20898419,689,4,WIFI
00:1a:dd:e3:4b:65,,[ESS],2017-12-03 08:57:43,8,-93,32.10400645,35.20898419,689,4,WIFI
a2:6c:ac:a0:18:29,artsim,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:57:43,6,-75,32.10400645,35.20898419,689,4,WIFI
a2:6c:ac:a0:7b:4d,Guest,[WPA2-PSK-CCMP-preauth][ESS],2017-12-03 08:57:43,11,-80,32.10400645,35.20898419,689,4,WIFI
