WigleWifi-1.4,appRelease=2.25,model=ONEPLUS A3003,release=7.1.1,device=OnePlus3T,display=ONEPLUS A3003_28_171012,board=QC_Reference_Phone,brand=OnePlus
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
c0:ac:54:f5:7b:a7,osnatg370,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-10-27 16:13:51,11,-86,32.16876665,34.81320794,37,4.550999641418457,WIFI
30:b5:c2:fe:aa:56,NGOGA,[WPA2-PSK-CCMP][WPS][ESS],2017-10-27 16:13:51,6,-87,32.16876665,34.81320794,37,4.550999641418457,WIFI
98:e7:f4:c6:4b:37,DIRECT-35-HP DeskJet 3830 series,[WPA2-PSK-CCMP][WPS][ESS],2017-10-27 16:13:51,6,-94,32.16876665,34.81320794,37,4.550999641418457,WIFI
6a:12:f5:f9:5e:71,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-10-27 16:13:51,8,-85,32.16876665,34.81320794,37,4.550999641418457,WIFI
74:da:38:50:77:f2,Howmanyistwo,[WPA2-PSK-CCMP][ESS],2017-10-27 16:13:51,2,-81,32.16876665,34.81320794,37,4.550999641418457,WIFI
3c:1e:04:03:7f:17,Robert1,[WPA2-PSK-CCMP][ESS],2017-10-27 16:13:51,1,-82,32.16876665,34.81320794,37,4.550999641418457,WIFI
c4:3d:c7:5a:79:1c,tslila,[WPA2-PSK-CCMP][WPS][ESS],2017-10-27 16:13:51,11,-89,32.16876665,34.81320794,37,4.550999641418457,WIFI
a0:63:91:69:f6:af,OP2,[WPA2-PSK-CCMP][WPS][ESS],2017-10-27 16:13:51,1,-80,32.16876665,34.81320794,37,4.550999641418457,WIFI
c0:4a:00:ba:e8:f6,Lubelsky,[WPA-PSK-CCMP+TKIP][WPS][ESS],2017-10-27 16:13:51,13,-88,32.16876665,34.81320794,37,4.550999641418457,WIFI
6a:12:f5:f9:5e:71,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-10-27 16:13:53,8,-79,32.16876425,34.81321225,36,4.550999641418457,WIFI
3c:1e:04:03:7f:17,Robert1,[WPA2-PSK-CCMP][ESS],2017-10-27 16:15:07,1,-77,32.16870993,34.81323603,39,4.550999641418457,WIFI
