WigleWifi-1.4,appRelease=2.25,model=SHIELD Tablet,release=7.0,device=shieldtablet,display=NRD90M.1928188_904.2811,board=unknown,brand=nvidia
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
0a:8d:db:6e:71:be,888Corp,[WPA2-EAP-CCMP][ESS],2017-10-27 16:35:09,11,-87,32.167516638454835,34.80980333608759,51.98350036419641,6,WIFI
ec:08:6b:38:0d:dd,RS_GUEST,[WPA2-PSK-CCMP][ESS],2017-10-27 16:35:09,13,-84,32.167516638454835,34.80980333608759,51.98350036419641,6,WIFI
0a:8d:cb:6e:71:6d,888Corp,[WPA2-EAP-CCMP][ESS],2017-10-27 16:35:09,44,-88,32.167516638454835,34.80980333608759,51.98350036419641,6,WIFI
00:78:9e:fa:15:91,MOULY MAISON,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-10-27 16:35:09,1,-78,32.167516638454835,34.80980333608759,51.98350036419641,6,WIFI
7c:b7:33:2e:76:73,Mouly,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-10-27 16:35:09,11,-80,32.167516638454835,34.80980333608759,51.98350036419641,6,WIFI
aa:6b:ad:04:c6:a8,DIRECT-a8-HP M477 LaserJet,[WPA2-PSK-CCMP][WPS][ESS][P2P],2017-10-27 16:35:09,6,-90,32.167516638454835,34.80980333608759,51.98350036419641,6,WIFI
50:a7:33:47:4f:a3,island-074FA0,[WPA2-PSK-CCMP][ESS],2017-10-27 16:35:09,6,-84,32.167516638454835,34.80980333608759,51.98350036419641,6,WIFI
94:f6:65:1b:b2:28,Guest Neetwork MM,[WPA2-PSK-CCMP][ESS],2017-10-27 16:35:09,5,-94,32.167516638454835,34.80980333608759,51.98350036419641,6,WIFI
94:f6:65:5b:b2:28,Efrat Networks MM,[WPA2-PSK-CCMP][ESS],2017-10-27 16:35:09,5,-89,32.167516638454835,34.80980333608759,51.98350036419641,6,WIFI
c4:12:f5:80:24:0b,CEO-WiFi_2.4,[WPA2-PSK-CCMP][ESS],2017-10-27 16:35:09,1,-89,32.167516638454835,34.80980333608759,51.98350036419641,6,WIFI
30:b5:c2:bd:55:32,CArgentina,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2017-10-27 16:35:09,2,-96,32.167516638454835,34.80980333608759,51.98350036419641,6,WIFI
0a:8d:db:65:89:a9,Ezbob_Guest,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-10-27 16:35:09,1,-94,32.167516638454835,34.80980333608759,51.98350036419641,6,WIFI
06:8d:db:6e:71:6d,888Free,[ESS],2017-10-27 16:35:09,1,-93,32.167516638454835,34.80980333608759,51.98350036419641,6,WIFI
02:8d:db:6e:71:be,,[ESS],2017-10-27 16:35:09,11,-88,32.167516638454835,34.80980333608759,51.98350036419641,6,WIFI
02:8d:db:6e:71:c1,,[ESS],2017-10-27 16:35:09,11,-93,32.167516638454835,34.80980333608759,51.98350036419641,6,WIFI
64:27:37:77:d1:f3,HP-Print-f3-LaserJet 300,[ESS][P2P],2017-10-27 16:35:09,6,-93,32.167516638454835,34.80980333608759,51.98350036419641,6,WIFI
06:8d:cb:6e:71:be,888Free,[ESS],2017-10-27 16:35:09,44,-89,32.167516638454835,34.80980333608759,51.98350036419641,6,WIFI
fa:8f:ca:81:19:08,,[ESS],2017-10-27 16:35:09,48,-97,32.167516638454835,34.80980333608759,51.98350036419641,6,WIFI
78:e8:b6:69:2c:91,smartsell,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-10-27 16:35:09,1,-82,32.167516638454835,34.80980333608759,51.98350036419641,6,WIFI
ec:08:6b:38:0d:dc,RS_GUEST_5G,[WPA2-PSK-CCMP][ESS],2017-10-27 16:35:09,48,-93,32.167516638454835,34.80980333608759,51.98350036419641,6,WIFI
02:8d:cb:6e:71:be,888Guest,[ESS],2017-10-27 16:35:09,44,-89,32.167516638454835,34.80980333608759,51.98350036419641,6,WIFI
06:8d:db:6e:71:c1,888Free,[ESS],2017-10-27 16:35:09,11,-93,32.167516638454835,34.80980333608759,51.98350036419641,6,WIFI
06:8d:db:6e:71:bf,888Free,[ESS],2017-10-27 16:35:15,1,-85,32.16764040894296,34.8099134689876,55.14163580857301,4,WIFI
94:f6:65:1b:b2:28,Guest Neetwork MM,[WPA2-PSK-CCMP][ESS],2017-10-27 16:35:24,5,-89,32.16768378794421,34.809899150571596,51.452811330989746,3,WIFI
06:8d:db:6e:71:be,,[ESS],2017-10-27 16:35:24,11,-85,32.16768378794421,34.809899150571596,51.452811330989746,3,WIFI
02:8d:db:6e:71:6d,888Guest,[ESS],2017-10-27 16:35:24,1,-90,32.16768378794421,34.809899150571596,51.452811330989746,3,WIFI
00:f6:63:15:58:82,KaymeraGuest,[ESS],2017-10-27 16:35:24,1,-96,32.16768378794421,34.809899150571596,51.452811330989746,3,WIFI
06:8d:db:6e:71:6d,888Free,[ESS],2017-10-27 16:35:40,1,-88,32.16751493442381,34.809621167520646,46.348109833158,3,WIFI
0a:8d:db:6e:71:c1,888Corp,[WPA2-EAP-CCMP][ESS],2017-10-27 16:35:40,11,-89,32.16751493442381,34.809621167520646,46.348109833158,3,WIFI
90:8d:78:51:52:fc,brieftrace,[WPA2-PSK-CCMP][ESS],2017-10-27 16:35:40,12,-93,32.16751493442381,34.809621167520646,46.348109833158,3,WIFI
06:8d:db:6e:71:c1,888Free,[ESS],2017-10-27 16:35:40,11,-87,32.16751493442381,34.809621167520646,46.348109833158,3,WIFI
60:e3:27:bf:a1:a5,BARON WIFI 2.4,[WPA2-PSK-CCMP][ESS],2017-10-27 16:35:46,11,-90,32.16725206973074,34.80924477842829,45.11899191853336,3,WIFI
0a:8d:db:6e:71:bf,888Corp,[WPA2-EAP-CCMP][ESS],2017-10-27 16:35:55,1,-88,32.16690733399158,34.80885618949677,41.80062155506789,3,WIFI
